income,loan_amount,credit_score,term,employment_years,age,Class
58790,7369,679,24,15,36,0
72462,17225,692,24,3,26,0
86820,20154,674,48,5,18,0
61962,10901,695,12,9,18,0
37708,41598,565,48,0,32,1
49144,3093,734,36,16,24,0
50084,7569,623,36,0,29,0
37553,43739,496,60,4,39,1
10000,36659,482,48,10,25,1
57915,18022,738,12,12,38,0
59306,17697,818,60,8,28,0
30654,34499,440,36,9,18,1
27189,41647,517,12,13,32,1
41573,36965,466,24,1,30,1
49293,14162,740,48,4,42,0
55378,16556,622,12,0,32,0
65187,12366,722,12,8,42,0
44172,14567,664,36,17,37,0
59362,13895,660,48,11,25,0
32378,38522,479,24,14,27,1
61159,13223,672,60,12,27,0
15105,41718,407,48,18,18,1
80952,12337,597,60,5,36,0
64861,15196,728,24,16,33,0
25414,34475,487,48,6,27,1
53755,13781,630,12,0,36,0
58501,25334,607,24,0,42,0
50467,17262,647,60,17,33,0
10330,49962,657,60,0,18,1
18929,29321,554,24,0,18,1
60808,16205,661,12,16,25,0
28502,48793,484,36,0,18,1
77516,10968,721,60,15,51,0
62019,18473,646,60,7,29,0
24442,42942,492,24,0,37,1
65565,22669,673,24,12,34,0
36690,40254,490,12,16,26,1
62455,17097,739,12,11,34,0
62336,19104,666,48,16,32,0
51913,12144,684,36,15,37,0
65426,18392,686,48,0,30,0
59567,13955,715,60,17,25,0
77057,17018,656,36,15,32,0
68433,14633,734,48,1,29,0
58579,8771,728,12,6,41,0
51009,17595,691,12,3,42,0
14230,39927,506,60,2,18,1
47348,9678,740,48,18,37,0
52266,22590,714,48,12,24,0
69380,9898,651,12,17,34,0
24924,45485,541,60,7,33,1
25298,37379,543,60,19,18,1
29686,25393,537,60,15,18,1
52927,8410,759,24,6,24,0
61312,3136,723,48,13,26,0
54588,17436,749,48,10,34,0
44398,17639,718,12,10,29,0
53894,13350,731,12,14,30,0
70290,8430,667,12,16,33,0
70177,13479,677,36,17,44,0
34765,45106,494,36,15,18,1
54772,15756,672,36,14,18,0
67845,26770,638,60,18,39,0
64551,19722,641,24,13,48,0
21864,34660,437,60,15,27,1
74106,14542,633,36,10,20,0
62325,11275,742,24,15,32,0
24535,41556,563,12,3,20,1
44954,13463,653,60,4,23,0
43588,15655,682,60,19,27,0
11793,36960,465,12,4,18,1
71317,14729,665,12,0,42,0
54471,17397,654,36,13,23,0
48849,20206,739,24,6,23,0
63240,23669,826,12,2,30,0
70054,18573,781,24,1,18,0
69824,17369,754,12,6,39,0
67791,9910,648,24,6,40,0
61370,16846,597,36,5,41,0
50809,8339,679,60,0,35,0
58033,25014,723,48,10,38,0
17787,47890,505,24,6,26,1
49024,14191,623,24,2,41,0
61260,9345,747,48,5,32,0
56722,14633,675,48,8,44,0
74023,21182,674,60,15,24,0
47184,17975,597,24,15,29,0
46769,20341,662,60,1,44,0
22407,42333,557,24,0,23,1
23336,34305,426,48,1,52,1
21713,48861,507,48,10,18,1
22897,44254,511,60,15,25,1
69293,11970,724,60,4,22,0
67444,6286,667,24,3,18,0
28657,45809,552,12,1,31,1
21704,39204,484,12,1,21,1
60988,16191,736,60,18,29,0
66236,14676,749,48,6,45,0
73097,24595,685,36,4,43,0
21810,43202,527,36,6,18,1
19404,43710,502,36,1,26,1
58742,20265,682,36,17,32,0
57337,18589,733,60,10,35,0
60293,13910,659,12,19,38,0
58669,18359,649,24,11,43,0
19653,44451,451,24,12,44,1
52097,19986,754,36,17,31,0
70080,19319,724,60,5,41,0
47520,5439,662,12,14,34,0
11777,39357,535,36,18,28,1
69307,10873,691,12,0,22,0
52198,3700,672,48,8,23,0
60633,10784,704,24,11,36,0
64960,10012,683,48,15,37,0
18720,35141,484,12,13,18,1
46898,19704,819,12,1,34,0
54985,9522,664,12,4,35,0
46665,24871,598,24,4,34,0
58674,14121,610,48,4,22,0
68114,17503,696,48,8,47,0
65626,20942,626,48,11,42,0
53794,8168,721,36,14,27,0
59077,15429,737,36,11,37,0
50295,14586,711,24,4,26,0
64682,23953,796,12,13,41,0
42338,21340,787,48,7,25,0
56040,7805,769,60,6,24,0
61093,15055,651,36,2,49,0
53280,22069,594,12,2,31,0
26091,36267,473,60,11,29,1
58683,19868,680,24,14,30,0
51860,20819,704,48,9,33,0
65647,20722,711,12,16,39,0
56604,11780,759,48,2,42,0
10000,35669,579,60,14,18,1
61490,9839,583,12,8,50,0
61660,12156,701,60,11,37,0
65034,15510,816,36,17,40,0
63776,14573,744,60,14,30,0
11607,39679,547,48,13,18,1
20139,38124,500,24,0,23,1
53394,21880,784,60,5,47,0
18419,43364,488,48,13,24,1
68449,6173,665,24,13,28,0
49525,18025,708,24,17,18,0
64013,4200,664,24,3,43,0
90611,10179,678,48,17,36,0
53560,10728,701,48,13,24,0
66104,15162,655,24,4,28,0
40932,8772,705,24,3,35,0
52798,14919,670,60,2,42,0
59595,13086,700,12,5,25,0
25885,38705,442,36,3,18,1
73243,4874,684,24,7,29,0
23015,50000,512,36,6,22,1
64609,15979,722,24,4,32,0
35421,35240,542,24,3,18,1
58959,12065,689,24,7,23,0
19117,42814,469,24,7,29,1
51932,9571,659,60,9,26,0
52409,20962,698,60,9,33,0
44870,14055,636,60,9,53,0
10000,45152,462,60,11,38,1
52260,13903,721,36,9,40,0
16907,35984,510,48,19,29,1
60596,19476,679,60,5,34,0
62567,14945,782,48,18,40,0
56010,10188,783,36,5,27,0
40713,17124,645,24,18,35,0
87066,17801,711,48,6,40,0
40283,16695,682,60,7,35,0
64370,16910,736,36,4,45,0
51575,12811,678,48,17,34,0
53640,17876,768,12,0,34,0
61689,14031,603,60,11,33,0
49816,15314,713,48,12,43,0
37547,41778,567,12,14,32,1
67341,22882,705,36,9,42,0
20519,40290,511,48,15,20,1
66627,15740,684,24,0,35,0
13309,35317,381,12,12,27,1
52434,16875,712,60,10,31,0
19641,41467,510,36,18,22,1
48606,8911,679,36,11,37,0
63880,9028,652,48,5,35,0
68433,19965,607,36,18,37,0
20260,32178,508,60,19,18,1
60843,23081,743,48,15,40,0
23934,35872,529,36,2,20,1
74911,6782,632,48,13,34,0
21053,34916,519,36,2,18,1
44746,11898,615,48,3,32,0
55293,19691,744,12,2,37,0
10000,35694,445,36,6,37,1
17964,42316,544,12,13,18,1
59583,9595,766,24,0,50,0
60511,13673,723,60,10,29,0
60324,21293,730,12,10,33,0
14288,43951,582,48,10,27,1
56717,11704,648,12,4,29,0
44836,16689,735,24,18,21,0
68521,12104,720,24,1,41,0
57317,16542,612,12,13,48,0
64083,10191,818,60,8,33,0
53682,16501,654,60,18,46,0
74642,18109,715,12,11,42,0
73906,16217,672,12,11,48,0
23840,41540,507,48,6,20,1
68270,22696,691,24,6,40,0
29980,30617,424,12,16,32,1
39050,5714,708,12,15,36,0
54052,11435,823,48,13,22,0
26962,31784,478,60,3,42,1
58343,26320,702,60,13,32,0
66702,11408,729,48,11,24,0
61971,15535,656,36,17,34,0
57844,26207,732,24,9,37,0
67753,17807,763,24,15,20,0
10000,42192,529,60,6,21,1
16573,38400,442,24,3,31,1
10000,38977,497,24,10,27,1
10000,36866,481,36,4,27,1
63558,15749,775,48,12,36,0
62565,14265,717,24,4,39,0
63597,21980,701,36,1,44,0
58102,14972,661,24,12,31,0
17909,37355,542,48,3,42,1
40511,24591,669,60,5,53,0
68105,19839,724,36,0,47,0
62996,15820,714,60,13,30,0
67659,17081,706,24,11,24,0
10000,46134,559,24,3,20,1
41105,8815,696,24,9,22,0
57277,11435,681,36,16,32,0
14477,31118,463,12,19,21,1
20768,38501,423,60,17,23,1
19430,38764,494,36,0,44,1
54460,11188,578,48,7,29,0
70241,18712,671,12,16,52,0
46630,1758,739,48,12,32,0
65440,16831,697,24,16,31,0
58690,20426,643,24,11,33,0
54213,12254,737,60,4,32,0
70960,20834,669,12,17,37,0
79156,21670,698,60,16,34,0
63818,9788,716,36,15,34,0
71837,16989,763,12,9,28,0
33505,23309,742,12,17,30,0
52735,18323,772,60,1,37,0
66142,7786,648,24,10,33,0
74297,16084,696,12,15,62,0
51712,17376,678,60,16,40,0
22992,37501,479,60,1,24,1
37415,1000,696,12,11,46,0
13431,41436,547,36,19,29,1
24404,47156,475,12,14,22,1
16773,37749,527,24,2,22,1
63851,13900,674,36,6,47,0
92087,23534,681,24,6,35,0
26482,40528,525,36,16,26,1
76425,22591,644,48,2,18,0
10000,32026,522,60,16,20,1
42363,15411,710,24,12,25,0
65158,14279,592,12,13,22,0
56487,10303,681,24,19,34,0
57275,7088,771,36,10,26,0
60654,16089,680,24,3,36,0
60614,14314,764,24,4,27,0
10000,36150,477,12,10,29,1
17865,42135,493,24,19,18,1
47006,16050,686,12,4,21,0
70929,16443,819,60,3,39,0
79020,18247,724,60,3,28,0
70796,14307,622,36,5,37,0
55733,9422,710,36,16,32,0
62817,19642,655,48,14,42,0
10000,39047,534,36,16,18,1
58725,17580,784,36,17,40,0
71249,27950,639,48,9,32,0
61621,8140,766,12,13,37,0
10000,38682,482,12,19,24,1
51959,21524,656,48,19,28,0
46659,12952,667,48,19,36,0
70257,14912,702,12,3,35,0
34511,38459,572,12,16,18,1
65382,19568,655,36,1,35,0
52173,14383,753,48,10,37,0
23918,38847,483,48,11,36,1
72053,22241,750,12,0,46,0
28339,43916,515,60,8,21,1
14241,45668,489,60,8,25,1
22274,40121,542,24,0,24,1
19298,37012,509,60,18,31,1
40923,36749,512,48,10,30,1
23240,39499,431,60,11,19,1
19623,37649,550,48,13,20,1
69460,25702,682,60,14,32,0
60189,24273,716,48,9,24,0
67367,14022,642,60,19,43,0
65828,19268,645,60,1,41,0
38793,22478,626,48,4,33,0
53593,15364,721,36,14,36,0
55403,17571,754,12,5,29,0
77893,14017,739,36,4,25,0
10000,32145,534,60,18,18,1
75654,16452,667,24,4,22,0
26982,34574,431,24,18,18,1
64137,16372,701,36,12,24,0
28204,30769,534,24,0,28,1
60946,13015,616,24,3,32,0
69140,13445,761,24,17,29,0
60810,20987,724,48,18,31,0
58448,16645,641,12,18,39,0
51376,16548,623,36,1,47,0
18843,48306,470,48,19,37,1
70393,19486,665,48,17,23,0
66689,24449,724,36,5,36,0
26103,32431,448,12,14,29,1
59884,15512,742,60,5,22,0
62325,9919,670,12,2,36,0
12871,47902,559,60,11,32,1
19016,32175,515,60,3,23,1
47098,17324,710,24,2,43,0
61765,6443,684,36,1,24,0
55083,8289,652,12,12,42,0
20146,49936,527,24,16,20,1
60247,17587,676,12,10,43,0
47508,22963,648,12,14,34,0
59884,16413,651,12,18,31,0
20380,42100,460,24,6,20,1
33291,43713,594,24,4,41,1
56580,12735,654,48,8,39,0
49362,16719,741,48,19,35,0
53430,12703,714,36,0,31,0
45971,16746,641,36,10,39,0
56750,13261,723,24,16,35,0
51943,14649,722,60,11,20,0
70399,15840,663,60,17,37,0
19790,30984,555,48,8,33,1
26628,44982,432,60,9,28,1
40615,41288,459,48,18,18,1
77001,17454,714,60,17,33,0
59287,16206,716,24,5,31,0
26078,42757,495,24,2,18,1
67268,15946,644,60,5,24,0
56350,10867,621,60,18,39,0
47460,26524,613,24,18,29,0
60649,20618,768,36,16,25,0
63953,18035,737,12,19,39,0
34093,43894,513,48,9,29,1
56449,12520,542,12,18,44,0
14234,46089,520,24,19,22,1
73890,21345,667,48,12,43,0
13768,45299,473,36,19,27,1
33993,42853,456,24,5,18,1
59151,14444,609,24,19,33,0
10919,34879,477,24,17,36,1
57472,20541,740,48,4,51,0
70641,12873,753,36,7,39,0
11387,43541,473,36,0,18,1
29343,35813,420,24,5,48,1
77672,14585,595,12,1,37,0
75727,19986,759,24,19,39,0
58299,15052,732,60,2,18,0
55987,6012,684,36,16,37,0
16251,38666,513,36,4,18,1
85195,13435,664,60,18,37,0
50990,9405,671,36,4,33,0
68421,16947,733,48,1,29,0
54045,18934,718,48,3,39,0
14647,33387,531,48,0,31,1
58748,7878,630,24,10,24,0
27276,39785,494,48,19,26,1
18559,39689,545,48,9,35,1
36503,18237,820,60,4,36,0
52921,23237,704,36,17,33,0
19749,39416,502,24,14,24,1
62327,13659,751,36,7,36,0
53478,22377,639,24,0,37,0
66956,19559,716,36,2,36,0
15289,40799,451,60,13,25,1
61062,24129,686,24,6,49,0
35033,38064,527,48,7,24,1
59229,17503,776,48,0,33,0
57120,18179,681,48,16,40,0
53575,13586,618,48,12,50,0
71474,23957,693,48,12,51,0
56076,23339,682,60,15,26,0
47057,2398,757,24,14,44,0
18499,35761,519,24,0,20,1
51640,21561,792,60,1,39,0
22239,43110,349,24,15,36,1
14982,43465,515,24,14,19,1
65997,9579,700,36,13,40,0
25009,38677,460,60,18,19,1
15120,29396,508,60,10,18,1
78669,8234,701,36,2,44,0
78766,12958,681,12,11,25,0
37359,39372,496,36,15,20,1
20996,40339,503,48,0,19,1
31965,42043,470,24,6,21,1
45429,18709,762,12,12,38,0
53626,19234,682,48,13,39,0
25072,35352,529,48,14,26,1
81474,20511,658,24,12,47,0
50346,13227,702,36,19,36,0
21833,40970,534,48,18,20,1
14084,42543,518,36,12,18,1
34417,18889,646,36,10,24,0
52922,10579,648,24,2,23,0
57387,3512,725,36,13,32,0
16947,41843,556,12,12,20,1
51951,12345,731,36,3,29,0
71544,15151,660,12,3,37,0
46633,15664,706,24,8,35,0
20340,41206,508,36,19,23,1
10000,38242,457,60,7,28,1
12271,41659,417,36,13,31,1
46159,18391,712,12,17,34,0
78804,15418,615,36,5,39,0
36283,44269,496,60,1,18,1
42456,9918,740,36,3,26,0
64788,12892,678,60,10,31,0
24621,33399,567,60,17,21,1
28816,42159,420,24,17,23,1
35739,38524,547,60,13,26,1
42105,37573,500,60,8,19,1
39153,15479,744,36,6,32,0
30495,33244,475,36,14,22,1
58422,16223,708,12,1,24,0
42902,12082,759,24,19,24,0
58973,3514,682,60,2,32,0
48101,12505,721,48,4,38,0
72574,12264,654,24,6,35,0
25436,41639,548,60,3,23,1
61245,21923,647,36,6,38,0
73610,19060,735,60,3,35,0
26621,39584,501,48,7,29,1
67238,24104,730,12,1,26,0
10000,42410,443,36,4,38,1
54592,15365,687,48,14,37,0
19598,43416,600,48,9,20,1
70194,13495,719,60,9,43,0
58268,9246,747,12,14,28,0
62449,18977,663,12,8,33,0
73540,24050,661,24,3,50,0
22238,39044,544,12,7,19,1
51920,12932,610,60,15,38,0
59732,7767,700,24,13,22,0
24599,40706,525,60,3,31,1
41439,10492,696,36,15,36,0
48366,12161,680,12,18,49,0
63628,11588,644,12,17,50,0
40258,14090,716,36,6,24,0
62575,12111,763,60,18,25,0
52756,9115,751,24,11,28,0
55653,14025,671,12,4,35,0
45611,24505,711,24,1,37,0
53929,9291,733,36,11,36,0
19908,35834,536,60,2,18,1
73626,14609,723,36,0,30,0
60347,5869,719,36,8,22,0
10000,38419,514,36,15,34,1
66719,14858,696,24,8,32,0
57314,8517,769,24,17,31,0
68474,16399,697,48,1,31,0
50440,15074,713,36,3,30,0
63083,22326,715,24,12,30,0
37632,17256,687,36,11,42,0
21335,44372,604,48,11,18,1
10000,33236,460,60,18,24,1
64388,14911,702,12,18,40,0
51027,19195,754,12,18,25,0
63126,6778,632,12,14,40,0
54184,13368,752,48,11,23,0
69755,6380,714,12,18,18,0
21307,42757,532,48,19,31,1
30941,43590,468,24,0,27,1
61970,14644,693,60,14,18,0
51011,6963,779,36,13,46,0
71775,15493,730,12,11,42,0
11710,49505,516,60,4,42,1
10000,41116,441,60,10,18,1
25863,25044,504,48,18,24,1
18659,33158,564,36,6,35,1
70134,9514,697,48,17,42,0
55827,9022,739,36,1,28,0
45624,19603,688,36,13,28,0
55793,14191,712,12,14,40,0
23756,47716,522,12,18,20,1
69252,14213,606,24,11,22,0
63226,21390,672,60,3,27,0
10016,40248,518,24,3,39,1
47824,19894,745,24,1,36,0
60945,9328,648,60,4,38,0
69004,21103,687,12,10,45,0
25629,38460,502,60,7,30,1
55430,11766,648,60,4,38,0
66855,18682,678,60,1,38,0
11602,44824,608,12,1,38,1
60812,24292,630,36,12,24,0
77407,11479,662,12,16,24,0
55004,14417,750,24,7,26,0
49622,14112,632,36,7,47,0
68565,9606,643,24,15,29,0
53043,14776,703,24,13,29,0
57433,18522,661,36,8,33,0
41531,46551,415,36,11,28,1
60645,12693,682,36,15,41,0
62394,14096,654,36,12,36,0
63864,15496,737,24,14,18,0
14359,31967,461,36,15,20,1
71256,18385,684,24,16,41,0
41611,12845,688,36,3,29,0
68889,21247,767,12,12,40,0
40353,15625,805,60,7,37,0
69775,20791,780,12,10,38,0
53943,14480,681,24,15,24,0
47765,14002,779,24,19,28,0
57946,14631,638,12,1,32,0
10956,37541,447,36,2,34,1
54518,16506,707,12,6,39,0
28231,40509,483,36,15,19,1
32360,39017,546,12,5,26,1
27140,45938,566,48,7,19,1
53605,16465,681,60,17,21,0
81421,17017,694,48,9,31,0
39989,18848,726,12,18,36,0
58289,15283,649,48,19,24,0
74655,13739,652,36,1,33,0
31734,37667,511,24,11,29,1
68576,20779,782,48,11,32,0
64652,16512,654,48,18,32,0
65633,7666,669,24,15,43,0
49068,15697,733,24,6,36,0
16835,32256,446,48,19,20,1
54016,16597,724,48,4,40,0
10000,43191,554,48,9,18,1
65210,15861,723,60,4,23,0
41868,9105,611,24,11,34,0
71875,10027,623,60,11,26,0
31172,47436,469,48,11,43,1
48640,8434,740,36,17,33,0
65236,23447,759,60,7,43,0
77558,12283,747,12,10,39,0
44280,18024,597,60,5,26,0
67274,10722,735,12,3,34,0
20469,41848,495,12,13,28,1
36393,24932,689,60,11,32,0
43786,18018,741,24,14,36,0
67049,10541,679,60,15,26,0
10000,34967,566,48,6,27,1
63736,21162,673,12,2,25,0
68445,20753,756,24,5,29,0
69688,17414,642,48,9,26,0
20287,37266,583,12,15,18,1
28576,34031,521,48,19,33,1
14425,46154,421,60,6,26,1
57096,14596,789,24,14,44,0
68848,11077,736,48,18,27,0
10000,43107,534,12,13,18,1
69751,22341,628,48,12,38,0
10506,33738,465,60,6,23,1
61957,18823,706,12,14,34,0
44616,12432,720,12,19,34,0
52696,20764,803,12,11,33,0
53841,23330,693,48,16,49,0
30987,40733,522,48,0,18,1
23711,38360,444,24,11,18,1
59629,23537,728,12,10,23,0
44575,11727,682,48,3,41,0
42988,8892,620,48,14,41,0
32776,41335,526,12,9,22,1
59247,8540,644,60,11,34,0
25931,40948,543,36,17,35,1
44540,11980,679,48,12,28,0
40690,24142,689,24,10,23,0
10000,28940,530,12,0,18,1
10000,44608,426,36,0,30,1
57701,22759,645,60,2,28,0
18887,39831,514,24,12,18,1
52925,16862,733,12,14,43,0
56241,21329,708,48,7,34,0
43968,6836,687,12,8,18,0
58701,15287,697,60,11,26,0
74267,15692,647,60,12,24,0
54144,13870,668,12,0,40,0
40000,20590,826,48,8,37,0
21281,45364,480,36,4,29,1
10000,30667,430,60,2,30,1
12690,42508,426,60,11,24,1
32557,42672,532,12,6,18,1
48667,8009,711,36,16,38,0
14232,44147,521,48,2,18,1
61307,19711,660,24,15,28,0
25144,40714,602,48,18,22,1
81855,18299,708,60,14,35,0
62208,12581,655,36,14,37,0
25137,49499,541,24,4,23,1
88776,13887,624,60,1,45,0
14463,45280,500,60,0,34,1
70397,8256,664,60,0,43,0
65016,20165,713,36,16,38,0
50840,25090,807,24,4,30,0
10000,38540,441,24,17,27,1
87014,7393,722,36,13,26,0
68827,26882,640,12,9,33,0
55678,15876,678,12,10,30,0
47307,13299,706,36,5,36,0
69197,19881,700,12,18,46,0
60723,11913,736,24,8,26,0
31677,36709,517,36,9,18,1
27348,38037,525,24,5,27,1
58559,25162,690,24,2,36,0
74771,20272,641,60,2,38,0
83202,13053,833,48,13,28,0
50347,13952,850,24,16,36,0
67484,15540,709,36,18,25,0
10000,38229,521,12,13,33,1
51223,15653,719,60,5,25,0
26819,29240,497,60,17,36,1
42828,16716,705,12,3,34,0
64273,7688,747,12,4,35,0
10000,44757,584,36,8,34,1
26860,38569,569,48,13,18,1
48416,20589,669,36,3,34,0
24040,35233,518,24,16,28,1
67092,17742,670,60,3,42,0
10000,39601,495,36,5,18,1
61866,17440,723,60,10,49,0
72073,15669,698,36,10,26,0
25132,40430,507,12,14,30,1
64907,17935,618,60,8,41,0
49223,11535,689,36,15,36,0
59838,17965,803,48,17,34,0
52959,17529,664,36,3,43,0
54955,18296,654,48,16,39,0
73614,21659,690,48,8,35,0
58437,17777,716,36,18,45,0
61931,12384,714,24,18,37,0
53328,14203,731,60,15,30,0
44725,19877,685,60,1,29,0
52230,16233,649,12,5,32,0
18617,37244,456,36,9,18,1
58722,9732,680,36,0,31,0
59510,18723,698,60,0,42,0
55537,23965,631,36,12,52,0
14979,38152,519,36,17,18,1
65549,23518,749,36,8,29,0
51992,19702,740,12,4,40,0
63236,23467,741,60,15,42,0
39140,46374,511,36,9,18,1
52459,3565,613,12,6,49,0
15223,41502,530,36,10,26,1
71294,10893,766,60,14,36,0
58397,15579,743,60,11,36,0
70475,9150,721,36,5,31,0
58264,9553,684,60,9,46,0
41266,20551,683,48,9,19,0
60758,11520,829,12,6,36,0
42449,19169,695,48,6,43,0
26513,44237,576,36,2,18,1
19255,43331,396,12,15,29,1
29278,49243,530,60,9,24,1
55420,12775,760,36,14,45,0
33546,7641,624,36,17,26,0
69731,12311,730,36,11,39,0
55418,12442,676,48,2,31,0
52263,15897,697,24,11,45,0
78315,21301,658,36,7,30,0
62893,16537,709,48,8,18,0
24127,39885,412,48,19,22,1
94186,12491,630,60,11,42,0
65609,8141,725,48,4,36,0
49935,16446,650,48,18,30,0
31906,34161,551,12,14,31,1
67542,8405,705,60,5,48,0
20102,40973,536,12,9,28,1
35380,33728,585,24,6,18,1
53682,14469,674,48,4,39,0
22387,38985,503,60,9,21,1
31794,39558,598,48,14,26,1
42706,28519,438,24,15,34,1
10667,35566,501,24,8,22,1
57226,9578,693,12,13,31,0
51320,16529,622,48,11,42,0
51536,14667,736,36,1,39,0
13108,38725,509,60,12,27,1
63298,10372,674,36,16,33,0
53767,16328,663,36,5,24,0
59408,17673,609,48,7,40,0
72851,15165,641,48,3,28,0
67810,16415,730,60,6,33,0
61523,16194,647,24,7,46,0
68528,17193,696,12,9,36,0
19442,43113,455,24,4,26,1
47549,16286,686,36,0,41,0
57115,8910,727,48,16,40,0
66157,23795,612,36,0,33,0
63812,12192,713,12,17,18,0
10000,49002,490,12,11,22,1
59230,15886,655,24,5,28,0
65874,10662,722,24,10,31,0
21833,38953,451,36,9,33,1
71093,16015,777,36,16,47,0
63719,20703,720,36,7,31,0
47154,8828,695,36,8,40,0
64364,15391,660,12,0,18,0
12815,44847,533,36,5,31,1
48542,14739,762,60,1,48,0
51595,14645,709,24,0,39,0
67404,24005,668,36,4,36,0
82494,11109,700,12,13,38,0
13744,32070,463,36,7,18,1
20715,41633,553,48,3,20,1
27513,33803,389,12,1,25,1
57776,3936,650,24,12,31,0
67613,15329,661,36,13,26,0
58193,3821,780,60,19,31,0
40767,46117,404,60,3,23,1
60147,12717,717,12,9,43,0
71016,22009,738,60,3,42,0
50069,19328,685,36,3,33,0
20818,39842,560,60,16,18,1
53157,19962,792,24,1,36,0
22076,44894,479,60,18,28,1
22715,40426,512,24,15,24,1
61846,14305,723,36,8,33,0
60852,15810,719,12,5,37,0
55867,13075,703,12,8,43,0
37651,29949,678,24,0,27,0
71009,15908,647,60,7,39,0
63921,9633,786,48,0,47,0
64132,9347,594,24,14,23,0
67047,14940,809,24,2,28,0
61833,14831,654,48,7,21,0
33281,37323,466,12,7,32,1
61945,24404,656,24,9,28,0
73625,19576,716,36,13,37,0
14817,40308,444,60,15,21,1
26585,34417,506,36,7,21,1
65023,13783,730,60,2,40,0
34656,46105,560,48,14,27,1
63687,15885,618,12,18,33,0
61867,10555,759,60,17,33,0
77243,12512,661,48,19,37,0
49788,19993,779,36,0,49,0
46332,8674,693,36,1,25,0
55130,9519,736,24,5,24,0
13473,33094,504,24,12,24,1
70046,14613,703,60,4,33,0
71513,17350,605,48,11,40,0
47871,22125,730,12,9,54,0
55225,22964,621,12,10,31,0
29163,46000,493,24,10,18,1
48058,15279,655,48,8,28,0
58328,16232,762,36,18,38,0
25839,38847,390,60,7,25,1
59955,20909,631,48,16,45,0
49032,14407,704,60,14,26,0
62981,1693,706,36,19,46,0
35471,18490,629,12,14,32,0
61272,13134,759,60,2,38,0
27553,39030,523,60,16,18,1
72344,10584,732,36,2,36,0
29826,35230,492,24,9,25,1
46016,47605,514,24,7,38,1
66632,13126,704,12,7,35,0
61193,11107,679,24,8,45,0
72904,11684,751,60,10,24,0
55718,6017,708,60,3,44,0
42853,12397,681,60,17,31,0
79739,16522,707,60,13,47,0
55389,12258,651,48,16,49,0
10000,33502,566,12,15,25,1
66501,13219,672,48,9,42,0
17426,42368,543,24,3,32,1
47993,7327,633,36,5,43,0
66161,14172,789,36,2,39,0
13080,38827,521,12,19,31,1
58441,10875,786,36,1,32,0
61765,20580,714,36,0,34,0
31033,41329,492,36,16,25,1
45770,17152,542,12,16,28,0
17596,32880,624,60,2,36,1
10000,33533,458,24,2,18,1
58423,8819,626,48,2,32,0
76327,11702,665,60,14,32,0
82565,14733,615,60,19,28,0
90433,8185,740,24,10,33,0
33668,40973,446,60,0,33,1
17742,42910,476,48,13,21,1
59308,10548,729,24,2,39,0
38467,36207,526,24,4,26,1
42657,19807,736,24,7,23,0
21866,41702,527,12,0,34,1
55519,10264,677,24,17,34,0
61205,10874,620,60,5,42,0
63011,13793,543,24,14,29,0
66911,1777,675,60,1,32,0
43516,8246,792,60,7,27,0
10000,44101,524,12,19,28,1
22034,44311,496,36,3,21,1
57809,15884,686,12,15,42,0
40285,14330,676,12,13,36,0
41451,40617,409,48,10,30,1
13997,39814,506,24,5,18,1
17790,40126,596,12,2,22,1
66445,18148,693,60,19,46,0
10000,38516,422,60,3,23,1
67443,19610,683,12,19,44,0
36764,46180,565,24,2,18,1
22825,47363,534,24,13,27,1
13180,47218,537,12,7,23,1
64243,11277,688,36,9,33,0
48492,15383,726,24,19,33,0
22482,33896,435,36,18,18,1
62898,15147,728,24,1,38,0
61568,12888,679,36,10,35,0
17752,37304,471,60,1,23,1
26351,46223,468,48,10,18,1
10000,35824,496,60,16,18,1
62975,19077,688,60,1,29,0
56113,9611,716,24,18,33,0
10601,39853,459,24,13,23,1
65853,14144,683,48,14,34,0
63823,12420,608,48,19,30,0
62323,8890,693,36,15,32,0
11727,41301,451,36,13,23,1
78469,16981,669,12,15,37,0
44828,16450,687,60,5,51,0
39678,13195,686,60,4,31,0
68199,6783,737,12,6,47,0
56652,14150,664,48,8,36,0
65880,16152,695,60,7,21,0
12300,34244,609,36,5,30,1
39413,13337,601,12,7,18,0
23570,41065,439,36,4,25,1
60311,15275,732,60,8,43,0
58527,19207,695,24,19,34,0
28303,37733,561,36,0,26,1
51245,21841,663,60,11,33,0
65731,19406,687,36,1,40,0
71678,15854,685,12,13,38,0
66944,16892,708,60,8,26,0
56988,12631,779,12,18,43,0
60388,14806,684,48,15,51,0
33686,35403,553,24,14,30,1
60339,9795,771,36,8,22,0
14496,35658,449,24,16,22,1
55270,11331,684,24,12,31,0
50208,10065,772,60,10,36,0
15123,37618,532,48,12,28,1
58258,19442,672,24,9,37,0
61197,13400,604,36,14,39,0
70122,10539,629,24,9,33,0
46905,10449,690,12,9,37,0
47524,10627,661,36,10,39,0
10000,36646,491,12,17,23,1
23197,39327,378,48,10,34,1
53283,13615,752,36,18,36,0
43470,14516,614,24,7,46,0
49231,10823,685,48,3,29,0
68734,11456,688,24,11,26,0
64440,7084,733,48,19,23,0
49572,18690,655,12,8,31,0
62166,20308,683,24,13,34,0
44497,10311,662,36,15,40,0
71306,19367,682,60,9,31,0
59754,19170,818,36,14,39,0
61033,12161,687,60,3,33,0
70612,7510,705,60,15,32,0
45505,14866,707,48,15,32,0
